time,id,selection,a,b,c_in,m,f,p,g,c4,ab
101548,0004,0111,1000,1010,1,1,0000,1,1,1,1
101558,0004,0111,1000,1011,1,1,0000,1,1,1,1
101568,0004,0111,1000,1100,1,1,0000,1,1,1,1
101578,0004,0111,1000,1101,1,1,0000,1,1,1,1
101588,0004,0111,1000,1110,1,1,0000,1,1,1,1
101598,0004,0111,1000,1111,1,1,0000,1,1,1,1
101608,0004,0111,1001,0000,1,1,1001,1,1,1,1
101618,0004,0111,1001,0001,1,1,1000,1,1,1,1
101628,0004,0111,1001,0010,1,1,1001,1,1,1,1
101638,0004,0111,1001,0011,1,1,1000,1,1,1,1
101648,0004,0111,1001,0100,1,1,1001,1,1,1,1
101658,0004,0111,1001,0101,1,1,1000,1,1,1,1
101668,0004,0111,1001,0110,1,1,1001,1,1,1,1
101678,0004,0111,1001,0111,1,1,1000,1,1,1,1
101688,0004,0111,1001,1000,1,1,0001,1,1,1,1
101698,0004,0111,1001,1001,1,1,0000,1,1,1,1
101708,0004,0111,1001,1010,1,1,0001,1,1,1,1
101718,0004,0111,1001,1011,1,1,0000,1,1,1,1
101728,0004,0111,1001,1100,1,1,0001,1,1,1,1
101738,0004,0111,1001,1101,1,1,0000,1,1,1,1
101748,0004,0111,1001,1110,1,1,0001,1,1,1,1
101758,0004,0111,1001,1111,1,1,0000,1,1,1,1
101768,0004,0111,1010,0000,1,1,1010,1,1,1,1
101778,0004,0111,1010,0001,1,1,1010,1,1,1,1
101788,0004,0111,1010,0010,1,1,1000,1,1,1,1
101798,0004,0111,1010,0011,1,1,1000,1,1,1,1
101808,0004,0111,1010,0100,1,1,1010,1,1,1,1
101818,0004,0111,1010,0101,1,1,1010,1,1,1,1
101828,0004,0111,1010,0110,1,1,1000,1,1,1,1
101838,0004,0111,1010,0111,1,1,1000,1,1,1,1
101848,0004,0111,1010,1000,1,1,0010,1,1,1,1
101858,0004,0111,1010,1001,1,1,0010,1,1,1,1
101868,0004,0111,1010,1010,1,1,0000,1,1,1,1
101878,0004,0111,1010,1011,1,1,0000,1,1,1,1
101888,0004,0111,1010,1100,1,1,0010,1,1,1,1
101898,0004,0111,1010,1101,1,1,0010,1,1,1,1
101908,0004,0111,1010,1110,1,1,0000,1,1,1,1
101918,0004,0111,1010,1111,1,1,0000,1,1,1,1
101928,0004,0111,1011,0000,1,1,1011,1,1,1,1
101938,0004,0111,1011,0001,1,1,1010,1,1,1,1
101948,0004,0111,1011,0010,1,1,1001,1,1,1,1
101958,0004,0111,1011,0011,1,1,1000,1,1,1,1
101968,0004,0111,1011,0100,1,1,1011,1,1,1,1
101978,0004,0111,1011,0101,1,1,1010,1,1,1,1
101988,0004,0111,1011,0110,1,1,1001,1,1,1,1
101998,0004,0111,1011,0111,1,1,1000,1,1,1,1
102008,0004,0111,1011,1000,1,1,0011,1,1,1,1
102018,0004,0111,1011,1001,1,1,0010,1,1,1,1
102028,0004,0111,1011,1010,1,1,0001,1,1,1,1
102038,0004,0111,1011,1011,1,1,0000,1,1,1,1
102048,0004,0111,1011,1100,1,1,0011,1,1,1,1
102058,0004,0111,1011,1101,1,1,0010,1,1,1,1
102068,0004,0111,1011,1110,1,1,0001,1,1,1,1
102078,0004,0111,1011,1111,1,1,0000,1,1,1,1
102088,0004,0111,1100,0000,1,1,1100,1,1,1,1
102098,0004,0111,1100,0001,1,1,1100,1,1,1,1
102108,0004,0111,1100,0010,1,1,1100,1,1,1,1
102118,0004,0111,1100,0011,1,1,1100,1,1,1,1
102128,0004,0111,1100,0100,1,1,1000,1,1,1,1
102138,0004,0111,1100,0101,1,1,1000,1,1,1,1
102148,0004,0111,1100,0110,1,1,1000,1,1,1,1
102158,0004,0111,1100,0111,1,1,1000,1,1,1,1
102168,0004,0111,1100,1000,1,1,0100,1,1,1,1
102178,0004,0111,1100,1001,1,1,0100,1,1,1,1
102188,0004,0111,1100,1010,1,1,0100,1,1,1,1
102198,0004,0111,1100,1011,1,1,0100,1,1,1,1
102208,0004,0111,1100,1100,1,1,0000,1,1,1,1
102218,0004,0111,1100,1101,1,1,0000,1,1,1,1
102228,0004,0111,1100,1110,1,1,0000,1,1,1,1
102238,0004,0111,1100,1111,1,1,0000,1,1,1,1
102248,0004,0111,1101,0000,1,1,1101,1,1,1,1
102258,0004,0111,1101,0001,1,1,1100,1,1,1,1
102268,0004,0111,1101,0010,1,1,1101,1,1,1,1
102278,0004,0111,1101,0011,1,1,1100,1,1,1,1
102288,0004,0111,1101,0100,1,1,1001,1,1,1,1
102298,0004,0111,1101,0101,1,1,1000,1,1,1,1
102308,0004,0111,1101,0110,1,1,1001,1,1,1,1
102318,0004,0111,1101,0111,1,1,1000,1,1,1,1
102328,0004,0111,1101,1000,1,1,0101,1,1,1,1
102338,0004,0111,1101,1001,1,1,0100,1,1,1,1
102348,0004,0111,1101,1010,1,1,0101,1,1,1,1
102358,0004,0111,1101,1011,1,1,0100,1,1,1,1
102368,0004,0111,1101,1100,1,1,0001,1,1,1,1
102378,0004,0111,1101,1101,1,1,0000,1,1,1,1
102388,0004,0111,1101,1110,1,1,0001,1,1,1,1
102398,0004,0111,1101,1111,1,1,0000,1,1,1,1
102408,0004,0111,1110,0000,1,1,1110,1,1,1,1
102418,0004,0111,1110,0001,1,1,1110,1,1,1,1
102428,0004,0111,1110,0010,1,1,1100,1,1,1,1
102438,0004,0111,1110,0011,1,1,1100,1,1,1,1
102448,0004,0111,1110,0100,1,1,1010,1,1,1,1
102458,0004,0111,1110,0101,1,1,1010,1,1,1,1
102468,0004,0111,1110,0110,1,1,1000,1,1,1,1
102478,0004,0111,1110,0111,1,1,1000,1,1,1,1
102488,0004,0111,1110,1000,1,1,0110,1,1,1,1
102498,0004,0111,1110,1001,1,1,0110,1,1,1,1
102508,0004,0111,1110,1010,1,1,0100,1,1,1,1
102518,0004,0111,1110,1011,1,1,0100,1,1,1,1
102528,0004,0111,1110,1100,1,1,0010,1,1,1,1
102538,0004,0111,1110,1101,1,1,0010,1,1,1,1
102548,0004,0111,1110,1110,1,1,0000,1,1,1,1
102558,0004,0111,1110,1111,1,1,0000,1,1,1,1
102568,0004,0111,1111,0000,1,1,1111,1,1,1,1
102578,0004,0111,1111,0001,1,1,1110,1,1,1,1
102588,0004,0111,1111,0010,1,1,1101,1,1,1,1
102598,0004,0111,1111,0011,1,1,1100,1,1,1,1
102608,0004,0111,1111,0100,1,1,1011,1,1,1,1
102618,0004,0111,1111,0101,1,1,1010,1,1,1,1
102628,0004,0111,1111,0110,1,1,1001,1,1,1,1
102638,0004,0111,1111,0111,1,1,1000,1,1,1,1
102648,0004,0111,1111,1000,1,1,0111,1,1,1,1
102658,0004,0111,1111,1001,1,1,0110,1,1,1,1
102668,0004,0111,1111,1010,1,1,0101,1,1,1,1
102678,0004,0111,1111,1011,1,1,0100,1,1,1,1
102688,0004,0111,1111,1100,1,1,0011,1,1,1,1
102698,0004,0111,1111,1101,1,1,0010,1,1,1,1
102708,0004,0111,1111,1110,1,1,0001,1,1,1,1
102718,0004,0111,1111,1111,1,1,0000,1,1,1,1
102728,0004,1000,0000,0000,1,1,1111,1,1,1,1
102738,0004,1000,0000,0001,1,1,1111,1,1,1,1
102748,0004,1000,0000,0010,1,1,1111,1,1,1,1
102758,0004,1000,0000,0011,1,1,1111,1,1,1,1
102768,0004,1000,0000,0100,1,1,1111,1,1,1,1
102778,0004,1000,0000,0101,1,1,1111,1,1,1,1
102788,0004,1000,0000,0110,1,1,1111,1,1,1,1
102798,0004,1000,0000,0111,1,1,1111,1,1,1,1
102808,0004,1000,0000,1000,1,1,1111,1,1,1,1
102818,0004,1000,0000,1001,1,1,1111,1,1,1,1
102828,0004,1000,0000,1010,1,1,1111,1,1,1,1
102838,0004,1000,0000,1011,1,1,1111,1,1,1,1
102848,0004,1000,0000,1100,1,1,1111,1,1,1,1
102858,0004,1000,0000,1101,1,1,1111,1,1,1,1
102868,0004,1000,0000,1110,1,1,1111,1,1,1,1
102878,0004,1000,0000,1111,1,1,1111,1,1,1,1
102888,0004,1000,0001,0000,1,1,1110,1,1,1,1
102898,0004,1000,0001,0001,1,1,1111,1,1,1,1
102908,0004,1000,0001,0010,1,1,1110,1,1,1,1
102918,0004,1000,0001,0011,1,1,1111,1,1,1,1
102928,0004,1000,0001,0100,1,1,1110,1,1,1,1
102938,0004,1000,0001,0101,1,1,1111,1,1,1,1
102948,0004,1000,0001,0110,1,1,1110,1,1,1,1
102958,0004,1000,0001,0111,1,1,1111,1,1,1,1
102968,0004,1000,0001,1000,1,1,1110,1,1,1,1
102978,0004,1000,0001,1001,1,1,1111,1,1,1,1
102988,0004,1000,0001,1010,1,1,1110,1,1,1,1
102998,0004,1000,0001,1011,1,1,1111,1,1,1,1
103008,0004,1000,0001,1100,1,1,1110,1,1,1,1
103018,0004,1000,0001,1101,1,1,1111,1,1,1,1
103028,0004,1000,0001,1110,1,1,1110,1,1,1,1
103038,0004,1000,0001,1111,1,1,1111,1,1,1,1
103048,0004,1000,0010,0000,1,1,1101,1,1,1,1
103058,0004,1000,0010,0001,1,1,1101,1,1,1,1
103068,0004,1000,0010,0010,1,1,1111,1,1,1,1
103078,0004,1000,0010,0011,1,1,1111,1,1,1,1
103088,0004,1000,0010,0100,1,1,1101,1,1,1,1
103098,0004,1000,0010,0101,1,1,1101,1,1,1,1
103108,0004,1000,0010,0110,1,1,1111,1,1,1,1
103118,0004,1000,0010,0111,1,1,1111,1,1,1,1
103128,0004,1000,0010,1000,1,1,1101,1,1,1,1
103138,0004,1000,0010,1001,1,1,1101,1,1,1,1
103148,0004,1000,0010,1010,1,1,1111,1,1,1,1
103158,0004,1000,0010,1011,1,1,1111,1,1,1,1
103168,0004,1000,0010,1100,1,1,1101,1,1,1,1
103178,0004,1000,0010,1101,1,1,1101,1,1,1,1
103188,0004,1000,0010,1110,1,1,1111,1,1,1,1
103198,0004,1000,0010,1111,1,1,1111,1,1,1,1
103208,0004,1000,0011,0000,1,1,1100,1,1,1,1
103218,0004,1000,0011,0001,1,1,1101,1,1,1,1
103228,0004,1000,0011,0010,1,1,1110,1,1,1,1
103238,0004,1000,0011,0011,1,1,1111,1,1,1,1
103248,0004,1000,0011,0100,1,1,1100,1,1,1,1
103258,0004,1000,0011,0101,1,1,1101,1,1,1,1
103268,0004,1000,0011,0110,1,1,1110,1,1,1,1
103278,0004,1000,0011,0111,1,1,1111,1,1,1,1
103288,0004,1000,0011,1000,1,1,1100,1,1,1,1
103298,0004,1000,0011,1001,1,1,1101,1,1,1,1
103308,0004,1000,0011,1010,1,1,1110,1,1,1,1
103318,0004,1000,0011,1011,1,1,1111,1,1,1,1
103328,0004,1000,0011,1100,1,1,1100,1,1,1,1
103338,0004,1000,0011,1101,1,1,1101,1,1,1,1
103348,0004,1000,0011,1110,1,1,1110,1,1,1,1
103358,0004,1000,0011,1111,1,1,1111,1,1,1,1
103368,0004,1000,0100,0000,1,1,1011,1,1,1,1
103378,0004,1000,0100,0001,1,1,1011,1,1,1,1
103388,0004,1000,0100,0010,1,1,1011,1,1,1,1
103398,0004,1000,0100,0011,1,1,1011,1,1,1,1
103408,0004,1000,0100,0100,1,1,1111,1,1,1,1
103418,0004,1000,0100,0101,1,1,1111,1,1,1,1
103428,0004,1000,0100,0110,1,1,1111,1,1,1,1
103438,0004,1000,0100,0111,1,1,1111,1,1,1,1
103448,0004,1000,0100,1000,1,1,1011,1,1,1,1
103458,0004,1000,0100,1001,1,1,1011,1,1,1,1
103468,0004,1000,0100,1010,1,1,1011,1,1,1,1
103478,0004,1000,0100,1011,1,1,1011,1,1,1,1
103488,0004,1000,0100,1100,1,1,1111,1,1,1,1
103498,0004,1000,0100,1101,1,1,1111,1,1,1,1
103508,0004,1000,0100,1110,1,1,1111,1,1,1,1
103518,0004,1000,0100,1111,1,1,1111,1,1,1,1
103528,0004,1000,0101,0000,1,1,1010,1,1,1,1
103538,0004,1000,0101,0001,1,1,1011,1,1,1,1
103548,0004,1000,0101,0010,1,1,1010,1,1,1,1
103558,0004,1000,0101,0011,1,1,1011,1,1,1,1
103568,0004,1000,0101,0100,1,1,1110,1,1,1,1
103578,0004,1000,0101,0101,1,1,1111,1,1,1,1
103588,0004,1000,0101,0110,1,1,1110,1,1,1,1
103598,0004,1000,0101,0111,1,1,1111,1,1,1,1
103608,0004,1000,0101,1000,1,1,1010,1,1,1,1
103618,0004,1000,0101,1001,1,1,1011,1,1,1,1
103628,0004,1000,0101,1010,1,1,1010,1,1,1,1
103638,0004,1000,0101,1011,1,1,1011,1,1,1,1
103648,0004,1000,0101,1100,1,1,1110,1,1,1,1
103658,0004,1000,0101,1101,1,1,1111,1,1,1,1
103668,0004,1000,0101,1110,1,1,1110,1,1,1,1
103678,0004,1000,0101,1111,1,1,1111,1,1,1,1
103688,0004,1000,0110,0000,1,1,1001,1,1,1,1
103698,0004,1000,0110,0001,1,1,1001,1,1,1,1
103708,0004,1000,0110,0010,1,1,1011,1,1,1,1
103718,0004,1000,0110,0011,1,1,1011,1,1,1,1
103728,0004,1000,0110,0100,1,1,1101,1,1,1,1
103738,0004,1000,0110,0101,1,1,1101,1,1,1,1
103748,0004,1000,0110,0110,1,1,1111,1,1,1,1
103758,0004,1000,0110,0111,1,1,1111,1,1,1,1
103768,0004,1000,0110,1000,1,1,1001,1,1,1,1
103778,0004,1000,0110,1001,1,1,1001,1,1,1,1
103788,0004,1000,0110,1010,1,1,1011,1,1,1,1
103798,0004,1000,0110,1011,1,1,1011,1,1,1,1
103808,0004,1000,0110,1100,1,1,1101,1,1,1,1
103818,0004,1000,0110,1101,1,1,1101,1,1,1,1
103828,0004,1000,0110,1110,1,1,1111,1,1,1,1
103838,0004,1000,0110,1111,1,1,1111,1,1,1,1
103848,0004,1000,0111,0000,1,1,1000,1,1,1,1
103858,0004,1000,0111,0001,1,1,1001,1,1,1,1
103868,0004,1000,0111,0010,1,1,1010,1,1,1,1
103878,0004,1000,0111,0011,1,1,1011,1,1,1,1
103888,0004,1000,0111,0100,1,1,1100,1,1,1,1
103898,0004,1000,0111,0101,1,1,1101,1,1,1,1
103908,0004,1000,0111,0110,1,1,1110,1,1,1,1
103918,0004,1000,0111,0111,1,1,1111,1,1,1,1
103928,0004,1000,0111,1000,1,1,1000,1,1,1,1
103938,0004,1000,0111,1001,1,1,1001,1,1,1,1
103948,0004,1000,0111,1010,1,1,1010,1,1,1,1
103958,0004,1000,0111,1011,1,1,1011,1,1,1,1
103968,0004,1000,0111,1100,1,1,1100,1,1,1,1
103978,0004,1000,0111,1101,1,1,1101,1,1,1,1
103988,0004,1000,0111,1110,1,1,1110,1,1,1,1
103998,0004,1000,0111,1111,1,1,1111,1,1,1,1
104008,0004,1000,1000,0000,1,1,0111,1,1,1,1
104018,0004,1000,1000,0001,1,1,0111,1,1,1,1
104028,0004,1000,1000,0010,1,1,0111,1,1,1,1
104038,0004,1000,1000,0011,1,1,0111,1,1,1,1
104048,0004,1000,1000,0100,1,1,0111,1,1,1,1
104058,0004,1000,1000,0101,1,1,0111,1,1,1,1
104068,0004,1000,1000,0110,1,1,0111,1,1,1,1
104078,0004,1000,1000,0111,1,1,0111,1,1,1,1
104088,0004,1000,1000,1000,1,1,1111,1,1,1,1
104098,0004,1000,1000,1001,1,1,1111,1,1,1,1
104108,0004,1000,1000,1010,1,1,1111,1,1,1,1
104118,0004,1000,1000,1011,1,1,1111,1,1,1,1
104128,0004,1000,1000,1100,1,1,1111,1,1,1,1
104138,0004,1000,1000,1101,1,1,1111,1,1,1,1
104148,0004,1000,1000,1110,1,1,1111,1,1,1,1
104158,0004,1000,1000,1111,1,1,1111,1,1,1,1
104168,0004,1000,1001,0000,1,1,0110,1,1,1,1
104178,0004,1000,1001,0001,1,1,0111,1,1,1,1
104188,0004,1000,1001,0010,1,1,0110,1,1,1,1
104198,0004,1000,1001,0011,1,1,0111,1,1,1,1
104208,0004,1000,1001,0100,1,1,0110,1,1,1,1
104218,0004,1000,1001,0101,1,1,0111,1,1,1,1
104228,0004,1000,1001,0110,1,1,0110,1,1,1,1
104238,0004,1000,1001,0111,1,1,0111,1,1,1,1
104248,0004,1000,1001,1000,1,1,1110,1,1,1,1
104258,0004,1000,1001,1001,1,1,1111,1,1,1,1
104268,0004,1000,1001,1010,1,1,1110,1,1,1,1
104278,0004,1000,1001,1011,1,1,1111,1,1,1,1
104288,0004,1000,1001,1100,1,1,1110,1,1,1,1
104298,0004,1000,1001,1101,1,1,1111,1,1,1,1
104308,0004,1000,1001,1110,1,1,1110,1,1,1,1
104318,0004,1000,1001,1111,1,1,1111,1,1,1,1
104328,0004,1000,1010,0000,1,1,0101,1,1,1,1
104338,0004,1000,1010,0001,1,1,0101,1,1,1,1
104348,0004,1000,1010,0010,1,1,0111,1,1,1,1
104358,0004,1000,1010,0011,1,1,0111,1,1,1,1
104368,0004,1000,1010,0100,1,1,0101,1,1,1,1
104378,0004,1000,1010,0101,1,1,0101,1,1,1,1
104388,0004,1000,1010,0110,1,1,0111,1,1,1,1
104398,0004,1000,1010,0111,1,1,0111,1,1,1,1
104408,0004,1000,1010,1000,1,1,1101,1,1,1,1
104418,0004,1000,1010,1001,1,1,1101,1,1,1,1
104428,0004,1000,1010,1010,1,1,1111,1,1,1,1
104438,0004,1000,1010,1011,1,1,1111,1,1,1,1
104448,0004,1000,1010,1100,1,1,1101,1,1,1,1
104458,0004,1000,1010,1101,1,1,1101,1,1,1,1
104468,0004,1000,1010,1110,1,1,1111,1,1,1,1
104478,0004,1000,1010,1111,1,1,1111,1,1,1,1
104488,0004,1000,1011,0000,1,1,0100,1,1,1,1
104498,0004,1000,1011,0001,1,1,0101,1,1,1,1
104508,0004,1000,1011,0010,1,1,0110,1,1,1,1
104518,0004,1000,1011,0011,1,1,0111,1,1,1,1
104528,0004,1000,1011,0100,1,1,0100,1,1,1,1
104538,0004,1000,1011,0101,1,1,0101,1,1,1,1
104548,0004,1000,1011,0110,1,1,0110,1,1,1,1
104558,0004,1000,1011,0111,1,1,0111,1,1,1,1
104568,0004,1000,1011,1000,1,1,1100,1,1,1,1
104578,0004,1000,1011,1001,1,1,1101,1,1,1,1
104588,0004,1000,1011,1010,1,1,1110,1,1,1,1
104598,0004,1000,1011,1011,1,1,1111,1,1,1,1
104608,0004,1000,1011,1100,1,1,1100,1,1,1,1
104618,0004,1000,1011,1101,1,1,1101,1,1,1,1
104628,0004,1000,1011,1110,1,1,1110,1,1,1,1
104638,0004,1000,1011,1111,1,1,1111,1,1,1,1
104648,0004,1000,1100,0000,1,1,0011,1,1,1,1
104658,0004,1000,1100,0001,1,1,0011,1,1,1,1
104668,0004,1000,1100,0010,1,1,0011,1,1,1,1
104678,0004,1000,1100,0011,1,1,0011,1,1,1,1
104688,0004,1000,1100,0100,1,1,0111,1,1,1,1
104698,0004,1000,1100,0101,1,1,0111,1,1,1,1
104708,0004,1000,1100,0110,1,1,0111,1,1,1,1
104718,0004,1000,1100,0111,1,1,0111,1,1,1,1
104728,0004,1000,1100,1000,1,1,1011,1,1,1,1
104738,0004,1000,1100,1001,1,1,1011,1,1,1,1
104748,0004,1000,1100,1010,1,1,1011,1,1,1,1
104758,0004,1000,1100,1011,1,1,1011,1,1,1,1
104768,0004,1000,1100,1100,1,1,1111,1,1,1,1
104778,0004,1000,1100,1101,1,1,1111,1,1,1,1
104788,0004,1000,1100,1110,1,1,1111,1,1,1,1
104798,0004,1000,1100,1111,1,1,1111,1,1,1,1
104808,0004,1000,1101,0000,1,1,0010,1,1,1,1
104818,0004,1000,1101,0001,1,1,0011,1,1,1,1
104828,0004,1000,1101,0010,1,1,0010,1,1,1,1
104838,0004,1000,1101,0011,1,1,0011,1,1,1,1
104848,0004,1000,1101,0100,1,1,0110,1,1,1,1
104858,0004,1000,1101,0101,1,1,0111,1,1,1,1
104868,0004,1000,1101,0110,1,1,0110,1,1,1,1
104878,0004,1000,1101,0111,1,1,0111,1,1,1,1
104888,0004,1000,1101,1000,1,1,1010,1,1,1,1
104898,0004,1000,1101,1001,1,1,1011,1,1,1,1
104908,0004,1000,1101,1010,1,1,1010,1,1,1,1
104918,0004,1000,1101,1011,1,1,1011,1,1,1,1
104928,0004,1000,1101,1100,1,1,1110,1,1,1,1
104938,0004,1000,1101,1101,1,1,1111,1,1,1,1
104948,0004,1000,1101,1110,1,1,1110,1,1,1,1
104958,0004,1000,1101,1111,1,1,1111,1,1,1,1
104968,0004,1000,1110,0000,1,1,0001,1,1,1,1
104978,0004,1000,1110,0001,1,1,0001,1,1,1,1
104988,0004,1000,1110,0010,1,1,0011,1,1,1,1
104998,0004,1000,1110,0011,1,1,0011,1,1,1,1
105008,0004,1000,1110,0100,1,1,0101,1,1,1,1
105018,0004,1000,1110,0101,1,1,0101,1,1,1,1
105028,0004,1000,1110,0110,1,1,0111,1,1,1,1
105038,0004,1000,1110,0111,1,1,0111,1,1,1,1
105048,0004,1000,1110,1000,1,1,1001,1,1,1,1
105058,0004,1000,1110,1001,1,1,1001,1,1,1,1
105068,0004,1000,1110,1010,1,1,1011,1,1,1,1
105078,0004,1000,1110,1011,1,1,1011,1,1,1,1
105088,0004,1000,1110,1100,1,1,1101,1,1,1,1
105098,0004,1000,1110,1101,1,1,1101,1,1,1,1
105108,0004,1000,1110,1110,1,1,1111,1,1,1,1
105118,0004,1000,1110,1111,1,1,1111,1,1,1,1
105128,0004,1000,1111,0000,1,1,0000,1,1,1,1
105138,0004,1000,1111,0001,1,1,0001,1,1,1,1
105148,0004,1000,1111,0010,1,1,0010,1,1,1,1
105158,0004,1000,1111,0011,1,1,0011,1,1,1,1
105168,0004,1000,1111,0100,1,1,0100,1,1,1,1
105178,0004,1000,1111,0101,1,1,0101,1,1,1,1
105188,0004,1000,1111,0110,1,1,0110,1,1,1,1
105198,0004,1000,1111,0111,1,1,0111,1,1,1,1
105208,0004,1000,1111,1000,1,1,1000,1,1,1,1
105218,0004,1000,1111,1001,1,1,1001,1,1,1,1
105228,0004,1000,1111,1010,1,1,1010,1,1,1,1
105238,0004,1000,1111,1011,1,1,1011,1,1,1,1
105248,0004,1000,1111,1100,1,1,1100,1,1,1,1
105258,0004,1000,1111,1101,1,1,1101,1,1,1,1
105268,0004,1000,1111,1110,1,1,1110,1,1,1,1
105278,0004,1000,1111,1111,1,1,1111,1,1,1,1
105288,0004,1001,0000,0000,1,1,1111,1,1,1,1
105298,0004,1001,0000,0001,1,1,1110,1,1,1,1
105308,0004,1001,0000,0010,1,1,1101,1,1,1,1
105318,0004,1001,0000,0011,1,1,1100,1,1,1,1
105328,0004,1001,0000,0100,1,1,1011,1,1,1,1
105338,0004,1001,0000,0101,1,1,1010,1,1,1,1
105348,0004,1001,0000,0110,1,1,1001,1,1,1,1
105358,0004,1001,0000,0111,1,1,1000,1,1,1,1
105368,0004,1001,0000,1000,1,1,0111,1,1,1,1
105378,0004,1001,0000,1001,1,1,0110,1,1,1,1
105388,0004,1001,0000,1010,1,1,0101,1,1,1,1
105398,0004,1001,0000,1011,1,1,0100,1,1,1,1
105408,0004,1001,0000,1100,1,1,0011,1,1,1,1
105418,0004,1001,0000,1101,1,1,0010,1,1,1,1
105428,0004,1001,0000,1110,1,1,0001,1,1,1,1
105438,0004,1001,0000,1111,1,1,0000,1,1,1,1
105448,0004,1001,0001,0000,1,1,1110,1,1,1,1
105458,0004,1001,0001,0001,1,1,1111,1,1,1,1
105468,0004,1001,0001,0010,1,1,1100,1,1,1,1
105478,0004,1001,0001,0011,1,1,1101,1,1,1,1
105488,0004,1001,0001,0100,1,1,1010,1,1,1,1
105498,0004,1001,0001,0101,1,1,1011,1,1,1,1
105508,0004,1001,0001,0110,1,1,1000,1,1,1,1
105518,0004,1001,0001,0111,1,1,1001,1,1,1,1
105528,0004,1001,0001,1000,1,1,0110,1,1,1,1
105538,0004,1001,0001,1001,1,1,0111,1,1,1,1
105548,0004,1001,0001,1010,1,1,0100,1,1,1,1
105558,0004,1001,0001,1011,1,1,0101,1,1,1,1
105568,0004,1001,0001,1100,1,1,0010,1,1,1,1
105578,0004,1001,0001,1101,1,1,0011,1,1,1,1
105588,0004,1001,0001,1110,1,1,0000,1,1,1,1
105598,0004,1001,0001,1111,1,1,0001,1,1,1,1
105608,0004,1001,0010,0000,1,1,1101,1,1,1,1
105618,0004,1001,0010,0001,1,1,1100,1,1,1,1
105628,0004,1001,0010,0010,1,1,1111,1,1,1,1
105638,0004,1001,0010,0011,1,1,1110,1,1,1,1
105648,0004,1001,0010,0100,1,1,1001,1,1,1,1
105658,0004,1001,0010,0101,1,1,1000,1,1,1,1
105668,0004,1001,0010,0110,1,1,1011,1,1,1,1
105678,0004,1001,0010,0111,1,1,1010,1,1,1,1
105688,0004,1001,0010,1000,1,1,0101,1,1,1,1
105698,0004,1001,0010,1001,1,1,0100,1,1,1,1
105708,0004,1001,0010,1010,1,1,0111,1,1,1,1
105718,0004,1001,0010,1011,1,1,0110,1,1,1,1
105728,0004,1001,0010,1100,1,1,0001,1,1,1,1
105738,0004,1001,0010,1101,1,1,0000,1,1,1,1
105748,0004,1001,0010,1110,1,1,0011,1,1,1,1
105758,0004,1001,0010,1111,1,1,0010,1,1,1,1
105768,0004,1001,0011,0000,1,1,1100,1,1,1,1
105778,0004,1001,0011,0001,1,1,1101,1,1,1,1
105788,0004,1001,0011,0010,1,1,1110,1,1,1,1
105798,0004,1001,0011,0011,1,1,1111,1,1,1,1
105808,0004,1001,0011,0100,1,1,1000,1,1,1,1
105818,0004,1001,0011,0101,1,1,1001,1,1,1,1
105828,0004,1001,0011,0110,1,1,1010,1,1,1,1
105838,0004,1001,0011,0111,1,1,1011,1,1,1,1
105848,0004,1001,0011,1000,1,1,0100,1,1,1,1
105858,0004,1001,0011,1001,1,1,0101,1,1,1,1
105868,0004,1001,0011,1010,1,1,0110,1,1,1,1
105878,0004,1001,0011,1011,1,1,0111,1,1,1,1
105888,0004,1001,0011,1100,1,1,0000,1,1,1,1
105898,0004,1001,0011,1101,1,1,0001,1,1,1,1
105908,0004,1001,0011,1110,1,1,0010,1,1,1,1
105918,0004,1001,0011,1111,1,1,0011,1,1,1,1
105928,0004,1001,0100,0000,1,1,1011,1,1,1,1
105938,0004,1001,0100,0001,1,1,1010,1,1,1,1
105948,0004,1001,0100,0010,1,1,1001,1,1,1,1
105958,0004,1001,0100,0011,1,1,1000,1,1,1,1
105968,0004,1001,0100,0100,1,1,1111,1,1,1,1
105978,0004,1001,0100,0101,1,1,1110,1,1,1,1
105988,0004,1001,0100,0110,1,1,1101,1,1,1,1
105998,0004,1001,0100,0111,1,1,1100,1,1,1,1
106008,0004,1001,0100,1000,1,1,0011,1,1,1,1
106018,0004,1001,0100,1001,1,1,0010,1,1,1,1
106028,0004,1001,0100,1010,1,1,0001,1,1,1,1
106038,0004,1001,0100,1011,1,1,0000,1,1,1,1
106048,0004,1001,0100,1100,1,1,0111,1,1,1,1
106058,0004,1001,0100,1101,1,1,0110,1,1,1,1
106068,0004,1001,0100,1110,1,1,0101,1,1,1,1
106078,0004,1001,0100,1111,1,1,0100,1,1,1,1
106088,0004,1001,0101,0000,1,1,1010,1,1,1,1
106098,0004,1001,0101,0001,1,1,1011,1,1,1,1
106108,0004,1001,0101,0010,1,1,1000,1,1,1,1
106118,0004,1001,0101,0011,1,1,1001,1,1,1,1
106128,0004,1001,0101,0100,1,1,1110,1,1,1,1
106138,0004,1001,0101,0101,1,1,1111,1,1,1,1
106148,0004,1001,0101,0110,1,1,1100,1,1,1,1
106158,0004,1001,0101,0111,1,1,1101,1,1,1,1
106168,0004,1001,0101,1000,1,1,0010,1,1,1,1
106178,0004,1001,0101,1001,1,1,0011,1,1,1,1
106188,0004,1001,0101,1010,1,1,0000,1,1,1,1
